Date,S1,S2,S3,S4,S5
2004-03-10,1360.0,1360.0,1056.0,1692.0,1268.0
2004-03-10,1292.0,1292.0,1174.0,1559.0,972.0
2004-03-10,1402.0,1402.0,1140.0,1554.0,1074.0
2004-03-10,1376.0,1376.0,1092.0,1584.0,1203.0
2004-03-10,1272.0,1272.0,1205.0,1490.0,1110.0
2004-03-10,1197.0,1197.0,1336.0,1393.0,949.0
2004-03-11,1185.0,1185.0,1462.0,1333.0,732.0
2004-03-11,1136.0,1136.0,1453.0,1333.0,730.0
2004-03-11,1094.0,1094.0,1579.0,1276.0,620.0
2004-03-11,1066.0,1066.0,1918.0,1182.0,422.0
2004-03-11,1052.0,1052.0,1738.0,1221.0,472.0
2004-03-11,1144.0,1144.0,1490.0,1339.0,730.0
2004-03-11,1333.0,1333.0,1136.0,1517.0,1102.0
2004-03-11,1351.0,1351.0,1079.0,1583.0,1028.0
2004-03-11,1233.0,1233.0,1218.0,1446.0,860.0
2004-03-11,1179.0,1179.0,1328.0,1362.0,670.0
2004-03-11,1236.0,1236.0,1301.0,1401.0,664.0
2004-03-11,1286.0,1286.0,1162.0,1537.0,799.0
2004-03-11,1371.0,1371.0,983.0,1730.0,1036.0
2004-03-11,1310.0,1310.0,1082.0,1646.0,946.0
2004-03-11,1292.0,1292.0,1102.0,1591.0,957.0
2004-03-11,1383.0,1383.0,1008.0,1719.0,1104.0
2004-03-11,1581.0,1581.0,798.0,2083.0,1408.0
2004-03-11,1776.0,1776.0,702.0,2332.0,1704.0
2004-03-11,1640.0,1640.0,743.0,2191.0,1654.0
2004-03-11,1313.0,1313.0,957.0,1706.0,1285.0
2004-03-11,964.0,964.0,1325.0,1332.0,821.0
2004-03-11,913.0,913.0,1564.0,1252.0,552.0
2004-03-12,1080.0,1080.0,1254.0,1375.0,816.0
2004-03-12,1044.0,1044.0,1247.0,1378.0,832.0
2004-03-12,988.0,988.0,1396.0,1304.0,692.0
2004-03-12,847.0,847.0,1894.0,1155.0,394.0
2004-03-12,927.0,927.0,1685.0,1223.0,486.0
2004-03-12,1090.0,1090.0,1387.0,1361.0,748.0
2004-03-12,1587.0,1587.0,896.0,1900.0,1400.0
2004-03-12,1350.0,1350.0,912.0,1712.0,1237.0
2004-03-12,1263.0,1263.0,969.0,1598.0,1166.0
2004-03-12,1206.0,1206.0,1034.0,1537.0,959.0
2004-03-12,1252.0,1252.0,1008.0,1593.0,983.0
2004-03-12,1287.0,1287.0,949.0,1660.0,1061.0
2004-03-12,1353.0,1353.0,922.0,1740.0,1139.0
2004-03-12,1309.0,1309.0,954.0,1657.0,1112.0
2004-03-12,1274.0,1274.0,1006.0,1610.0,994.0
2004-03-12,1510.0,1510.0,812.0,1910.0,1410.0
2004-03-12,1525.0,1525.0,821.0,1847.0,1448.0
2004-03-12,1843.0,1843.0,624.0,2390.0,1886.0
2004-03-12,1598.0,1598.0,752.0,1940.0,1627.0
2004-03-12,1484.0,1484.0,839.0,1723.0,1491.0
2004-03-12,1677.0,1677.0,740.0,2062.0,1657.0
2004-03-13,1280.0,1280.0,962.0,1544.0,1285.0
2004-03-13,1196.0,1196.0,1071.0,1463.0,1144.0
2004-03-13,1184.0,1184.0,1176.0,1364.0,1043.0
2004-03-13,978.0,978.0,1420.0,1274.0,819.0
2004-03-13,1100.0,1100.0,1406.0,1268.0,835.0
2004-03-13,1112.0,1112.0,1228.0,1408.0,940.0
2004-03-13,1336.0,1336.0,935.0,1678.0,1192.0
2004-03-13,1408.0,1408.0,830.0,1777.0,1411.0
2004-03-13,1447.0,1447.0,868.0,1667.0,1465.0
2004-03-13,1542.0,1542.0,808.0,1780.0,1582.0
2004-03-13,1451.0,1451.0,875.0,1679.0,1387.0
2004-03-13,1328.0,1328.0,986.0,1600.0,1100.0
2004-03-13,1206.0,1206.0,1088.0,1488.0,850.0
2004-03-13,1240.0,1240.0,1049.0,1532.0,947.0
2004-03-13,1306.0,1306.0,1004.0,1554.0,1078.0
2004-03-13,1326.0,1326.0,976.0,1602.0,1084.0
2004-03-13,1473.0,1473.0,830.0,1779.0,1395.0
2004-03-13,1609.0,1609.0,758.0,1922.0,1612.0
2004-03-13,1611.0,1611.0,754.0,1915.0,1697.0
2004-03-13,1620.0,1620.0,762.0,1860.0,1886.0
2004-03-13,1444.0,1444.0,844.0,1748.0,1624.0
2004-03-13,1418.0,1418.0,892.0,1603.0,1536.0
2004-03-14,1534.0,1534.0,888.0,1611.0,1535.0
2004-03-14,1484.0,1484.0,880.0,1624.0,1530.0
2004-03-14,1367.0,1367.0,952.0,1543.0,1337.0
2004-03-14,1062.0,1062.0,1272.0,1377.0,929.0
2004-03-14,1076.0,1076.0,1395.0,1333.0,872.0
2004-03-14,1028.0,1028.0,1384.0,1340.0,853.0
2004-03-14,1154.0,1154.0,1225.0,1414.0,959.0
2004-03-14,1235.0,1235.0,1055.0,1527.0,1093.0
2004-03-14,1332.0,1332.0,952.0,1614.0,1225.0
2004-03-14,1445.0,1445.0,878.0,1696.0,1355.0
2004-03-14,1416.0,1416.0,907.0,1676.0,1262.0
2004-03-14,1281.0,1281.0,1084.0,1525.0,980.0
2004-03-14,1207.0,1207.0,1104.0,1490.0,872.0
2004-03-14,1258.0,1258.0,1081.0,1511.0,900.0
2004-03-14,1458.0,1458.0,974.0,1646.0,1098.0
2004-03-14,1438.0,1438.0,942.0,1668.0,1206.0
2004-03-14,1478.0,1478.0,929.0,1671.0,1262.0
2004-03-14,1808.0,1808.0,753.0,1993.0,1698.0
2004-03-14,1898.0,1898.0,680.0,2103.0,1905.0
2004-03-14,1560.0,1560.0,784.0,1818.0,1648.0
2004-03-14,1324.0,1324.0,924.0,1587.0,1423.0
2004-03-14,1349.0,1349.0,933.0,1616.0,1349.0
2004-03-15,1239.0,1239.0,985.0,1546.0,1250.0
2004-03-15,1239.0,1239.0,1010.0,1543.0,1174.0
2004-03-15,1224.0,1224.0,998.0,1566.0,1149.0
2004-03-15,1074.0,1074.0,1156.0,1464.0,1010.0
2004-03-15,1157.0,1157.0,1030.0,1584.0,1083.0
2004-03-15,1314.0,1314.0,897.0,1710.0,1235.0
2004-03-15,1797.0,1797.0,652.0,2323.0,1680.0
2004-03-15,1961.0,1961.0,537.0,2665.0,2184.0
2004-03-15,1770.0,1770.0,622.0,2262.0,1973.0
2004-03-15,1564.0,1564.0,710.0,2029.0,1798.0
2004-03-15,1430.0,1430.0,830.0,1783.0,1522.0
2004-03-15,1417.0,1417.0,830.0,1830.0,1404.0
2004-03-15,1400.0,1400.0,838.0,1828.0,1263.0
2004-03-15,1317.0,1317.0,926.0,1707.0,1137.0
2004-03-15,1318.0,1318.0,950.0,1675.0,1068.0
2004-03-15,1445.0,1445.0,856.0,1824.0,1252.0
2004-03-15,1917.0,1917.0,631.0,2447.0,1843.0
2004-03-15,2040.0,2040.0,542.0,2679.0,2122.0
2004-03-15,1895.0,1895.0,565.0,2443.0,1992.0
2004-03-15,1594.0,1594.0,678.0,2058.0,1707.0
2004-03-15,1438.0,1438.0,764.0,1856.0,1494.0
2004-03-15,1142.0,1142.0,1008.0,1547.0,1164.0
2004-03-16,1304.0,1304.0,852.0,1731.0,1272.0
2004-03-16,1074.0,1074.0,1098.0,1483.0,1040.0
2004-03-16,968.0,968.0,1320.0,1386.0,867.0
2004-03-16,937.0,937.0,1412.0,1348.0,792.0
2004-03-16,1017.0,1017.0,1246.0,1418.0,870.0
2004-03-16,1171.0,1171.0,1162.0,1467.0,930.0
2004-03-16,1541.0,1541.0,770.0,1889.0,1406.0
2004-03-16,1539.0,1539.0,698.0,2055.0,1507.0
2004-03-16,1735.0,1735.0,628.0,2211.0,1843.0
2004-03-16,1571.0,1571.0,730.0,1973.0,1729.0
2004-03-16,1452.0,1452.0,776.0,1868.0,1583.0
2004-03-16,1579.0,1579.0,724.0,1998.0,1671.0
2004-03-16,1466.0,1466.0,772.0,1897.0,1491.0
2004-03-16,1280.0,1280.0,893.0,1675.0,1240.0
2004-03-16,1407.0,1407.0,905.0,1759.0,1313.0
2004-03-16,1389.0,1389.0,898.0,1739.0,1363.0
2004-03-16,1447.0,1447.0,859.0,1778.0,1296.0
2004-03-16,1551.0,1551.0,800.0,1874.0,1432.0
2004-03-16,1474.0,1474.0,854.0,1776.0,1432.0
2004-03-16,1800.0,1800.0,700.0,2106.0,2034.0
2004-03-16,1379.0,1379.0,818.0,1710.0,1602.0
2004-03-16,1200.0,1200.0,935.0,1560.0,1362.0
2004-03-17,1205.0,1205.0,922.0,1546.0,1314.0
2004-03-17,1072.0,1072.0,1066.0,1442.0,1114.0
2004-03-17,998.0,998.0,1169.0,1383.0,992.0
2004-03-17,869.0,869.0,1460.0,1268.0,667.0
2004-03-17,891.0,891.0,1416.0,1289.0,733.0
2004-03-17,1173.0,1173.0,1038.0,1556.0,1052.0
2004-03-17,1587.0,1587.0,702.0,1999.0,1534.0
2004-03-17,1852.0,1852.0,553.0,2535.0,1931.0
2004-03-17,1522.0,1522.0,702.0,2026.0,1734.0
2004-03-17,1438.0,1438.0,818.0,1782.0,1595.0
2004-03-17,1393.0,1393.0,905.0,1654.0,1490.0
2004-03-17,1452.0,1452.0,860.0,1747.0,1508.0
2004-03-17,1389.0,1389.0,886.0,1712.0,1334.0
2004-03-17,1207.0,1207.0,1013.0,1520.0,1045.0
2004-03-17,1365.0,1365.0,940.0,1678.0,1221.0
2004-03-17,1247.0,1247.0,1032.0,1525.0,1068.0
2004-03-17,1557.0,1557.0,793.0,1980.0,1568.0
2004-03-17,1972.0,1972.0,617.0,2414.0,2306.0
2004-03-17,1975.0,1975.0,597.0,2416.0,2358.0
2004-03-17,1795.0,1795.0,652.0,2174.0,2050.0
2004-03-17,1444.0,1444.0,770.0,1726.0,1726.0
2004-03-17,1488.0,1488.0,731.0,1778.0,1705.0
2004-03-18,1371.0,1371.0,796.0,1669.0,1550.0
2004-03-18,1161.0,1161.0,947.0,1502.0,1240.0
2004-03-18,1064.0,1064.0,1057.0,1407.0,1115.0
2004-03-18,930.0,930.0,1293.0,1306.0,828.0
2004-03-18,938.0,938.0,1251.0,1332.0,893.0
2004-03-18,1166.0,1166.0,1005.0,1550.0,1075.0
2004-03-18,1643.0,1643.0,667.0,2094.0,1610.0
2004-03-18,1934.0,1934.0,540.0,2468.0,2050.0
2004-03-22,1076.0,1076.0,964.0,1544.0,812.0
2004-03-22,1152.0,1152.0,928.0,1606.0,850.0
2004-03-22,1407.0,1407.0,720.0,1932.0,1276.0
2004-03-22,1438.0,1438.0,678.0,1992.0,1401.0
2004-03-22,1424.0,1424.0,678.0,1965.0,1356.0
2004-03-22,1278.0,1278.0,775.0,1758.0,1243.0
2004-03-22,1132.0,1132.0,920.0,1560.0,1082.0
2004-03-22,1006.0,1006.0,1142.0,1370.0,795.0
2004-03-23,982.0,982.0,1204.0,1359.0,735.0
2004-03-23,968.0,968.0,1271.0,1309.0,684.0
2004-03-23,940.0,940.0,1298.0,1330.0,714.0
2004-03-23,834.0,834.0,1908.0,1212.0,361.0
2004-03-23,908.0,908.0,1542.0,1286.0,418.0
2004-03-23,1061.0,1061.0,1178.0,1428.0,616.0
2004-03-23,1441.0,1441.0,851.0,1829.0,1088.0
2004-03-23,1498.0,1498.0,684.0,2095.0,1329.0
2004-03-23,1343.0,1343.0,760.0,1856.0,1310.0
2004-03-23,1308.0,1308.0,792.0,1794.0,1236.0
2004-03-23,1209.0,1209.0,836.0,1746.0,1147.0
2004-03-23,1310.0,1310.0,770.0,1847.0,1301.0
2004-03-23,1171.0,1171.0,880.0,1639.0,1096.0
2004-03-23,1112.0,1112.0,924.0,1588.0,900.0
2004-03-23,1132.0,1132.0,944.0,1570.0,780.0
2004-03-23,1225.0,1225.0,818.0,1719.0,1013.0
2004-03-23,1064.0,1064.0,962.0,1514.0,790.0
2004-03-23,1236.0,1236.0,854.0,1688.0,1059.0
2004-03-23,1308.0,1308.0,812.0,1722.0,1205.0
2004-03-23,1089.0,1089.0,1006.0,1486.0,974.0
2004-03-23,1000.0,1000.0,1141.0,1375.0,896.0
2004-03-23,1041.0,1041.0,1105.0,1424.0,911.0
2004-03-24,1045.0,1045.0,1137.0,1410.0,902.0
2004-03-24,997.0,997.0,1150.0,1405.0,832.0
2004-03-24,948.0,948.0,1320.0,1326.0,715.0
2004-03-24,892.0,892.0,1572.0,1255.0,648.0
2004-03-24,954.0,954.0,1496.0,1255.0,612.0
2004-03-24,1045.0,1045.0,1186.0,1403.0,800.0
2004-03-24,1383.0,1383.0,832.0,1706.0,1172.0
2004-03-24,1597.0,1597.0,652.0,2080.0,1518.0
2004-03-24,1318.0,1318.0,762.0,1770.0,1286.0
2004-03-24,1138.0,1138.0,950.0,1505.0,966.0
2004-03-24,1098.0,1098.0,1012.0,1440.0,828.0
2004-03-24,1118.0,1118.0,959.0,1477.0,824.0
2004-03-24,1170.0,1170.0,879.0,1566.0,872.0
2004-03-24,1390.0,1390.0,829.0,1730.0,1002.0
2004-03-24,1353.0,1353.0,774.0,1783.0,1159.0
2004-03-24,1260.0,1260.0,828.0,1722.0,979.0
2004-03-24,1501.0,1501.0,681.0,2008.0,1311.0
2004-03-24,1272.0,1272.0,795.0,1744.0,1071.0
2004-03-24,1178.0,1178.0,928.0,1571.0,898.0
2004-03-24,1047.0,1047.0,1064.0,1435.0,766.0
2004-03-24,972.0,972.0,1186.0,1354.0,589.0
2004-03-25,997.0,997.0,1168.0,1340.0,631.0
2004-03-25,970.0,970.0,1400.0,1249.0,478.0
2004-03-25,902.0,902.0,1450.0,1253.0,478.0
2004-03-25,858.0,858.0,1707.0,1212.0,378.0
2004-03-25,878.0,878.0,1934.0,1158.0,344.0
2004-03-25,892.0,892.0,1604.0,1268.0,412.0
2004-03-25,1038.0,1038.0,1260.0,1383.0,605.0
2004-03-25,1320.0,1320.0,902.0,1721.0,991.0
2004-03-25,1353.0,1353.0,740.0,1937.0,1175.0
2004-03-25,1133.0,1133.0,969.0,1552.0,923.0
2004-03-25,1066.0,1066.0,1039.0,1468.0,828.0
2004-03-25,1026.0,1026.0,1081.0,1442.0,733.0
2004-03-25,1106.0,1106.0,958.0,1570.0,819.0
2004-03-25,1038.0,1038.0,976.0,1492.0,723.0
2004-03-25,1084.0,1084.0,986.0,1501.0,786.0
2004-03-25,1104.0,1104.0,939.0,1545.0,850.0
2004-03-25,1102.0,1102.0,968.0,1526.0,820.0
2004-03-25,1240.0,1240.0,836.0,1748.0,990.0
2004-03-25,1443.0,1443.0,666.0,2060.0,1454.0
2004-03-25,1389.0,1389.0,692.0,1982.0,1488.0
2004-03-25,1183.0,1183.0,904.0,1539.0,1205.0
2004-03-25,1014.0,1014.0,1083.0,1376.0,909.0
2004-03-25,978.0,978.0,1154.0,1324.0,768.0
2004-03-26,1048.0,1048.0,1098.0,1373.0,834.0
2004-03-26,1024.0,1024.0,1131.0,1357.0,793.0
2004-03-26,974.0,974.0,1208.0,1313.0,733.0
2004-03-26,924.0,924.0,1398.0,1263.0,562.0
2004-03-26,952.0,952.0,1210.0,1312.0,832.0
2004-03-26,1005.0,1005.0,1130.0,1363.0,924.0
2004-03-26,1122.0,1122.0,1015.0,1438.0,974.0
2004-03-26,1351.0,1351.0,783.0,1828.0,1307.0
2004-03-26,1408.0,1408.0,682.0,1928.0,1481.0
2004-03-26,1304.0,1304.0,772.0,1747.0,1405.0
2004-03-26,1207.0,1207.0,826.0,1664.0,1195.0
2004-03-26,1099.0,1099.0,948.0,1503.0,868.0
2004-03-26,1106.0,1106.0,915.0,1535.0,874.0
2004-03-26,1009.0,1009.0,1015.0,1390.0,738.0
2004-03-26,962.0,962.0,1152.0,1279.0,550.0
2004-03-26,1093.0,1093.0,976.0,1454.0,777.0
2004-03-26,1180.0,1180.0,886.0,1588.0,966.0
2004-03-26,1168.0,1168.0,868.0,1580.0,990.0
2004-03-26,1168.0,1168.0,876.0,1540.0,944.0
2004-03-26,1140.0,1140.0,916.0,1490.0,962.0
2004-03-26,1001.0,1001.0,1097.0,1308.0,778.0
2004-03-26,953.0,953.0,1185.0,1252.0,690.0
2004-03-26,972.0,972.0,1236.0,1258.0,644.0
2004-03-27,1021.0,1021.0,1144.0,1306.0,753.0
2004-03-27,940.0,940.0,1290.0,1232.0,646.0
2004-03-27,1046.0,1046.0,1142.0,1312.0,838.0
2004-03-27,915.0,915.0,1417.0,1212.0,665.0
2004-03-27,935.0,935.0,1373.0,1250.0,717.0
2004-03-27,976.0,976.0,1270.0,1266.0,794.0
2004-03-27,1124.0,1124.0,1050.0,1418.0,936.0
2004-03-27,1162.0,1162.0,922.0,1530.0,1076.0
2004-03-27,1166.0,1166.0,942.0,1520.0,1016.0
2004-03-27,1121.0,1121.0,992.0,1451.0,834.0
2004-03-27,1071.0,1071.0,994.0,1449.0,756.0
2004-03-27,1065.0,1065.0,950.0,1467.0,766.0
2004-03-27,1157.0,1157.0,888.0,1596.0,905.0
2004-03-27,1046.0,1046.0,1051.0,1357.0,765.0
2004-03-27,1147.0,1147.0,934.0,1538.0,830.0
2004-03-27,1119.0,1119.0,916.0,1508.0,853.0
2004-03-27,1210.0,1210.0,886.0,1586.0,980.0
2004-03-27,1306.0,1306.0,827.0,1621.0,1286.0
2004-03-27,1258.0,1258.0,840.0,1633.0,1244.0
2004-03-27,1148.0,1148.0,948.0,1475.0,1056.0
2004-03-27,1108.0,1108.0,1023.0,1421.0,1003.0
2004-03-27,1231.0,1231.0,906.0,1483.0,1244.0
2004-03-28,1292.0,1292.0,930.0,1464.0,1200.0
2004-03-28,1274.0,1274.0,939.0,1451.0,1188.0
2004-03-28,1135.0,1135.0,1013.0,1394.0,1070.0
2004-03-28,1010.0,1010.0,1110.0,1396.0,895.0
2004-03-28,870.0,870.0,1325.0,1284.0,755.0
2004-03-28,983.0,983.0,1251.0,1342.0,806.0
2004-03-28,995.0,995.0,1219.0,1321.0,836.0
2004-03-28,1024.0,1024.0,1136.0,1382.0,897.0
2004-03-28,1163.0,1163.0,958.0,1486.0,1073.0
2004-03-28,1218.0,1218.0,918.0,1500.0,1088.0
2004-03-28,1210.0,1210.0,932.0,1514.0,1036.0
2004-03-28,1114.0,1114.0,1020.0,1438.0,768.0
2004-03-28,994.0,994.0,1159.0,1287.0,587.0
2004-03-28,926.0,926.0,1285.0,1189.0,452.0
2004-03-28,1002.0,1002.0,1188.0,1260.0,470.0
2004-03-28,987.0,987.0,1213.0,1244.0,502.0
2004-03-28,993.0,993.0,1216.0,1238.0,516.0
2004-03-28,1012.0,1012.0,1174.0,1300.0,554.0
2004-03-28,1114.0,1114.0,1068.0,1357.0,671.0
2004-03-28,1093.0,1093.0,1102.0,1329.0,788.0
2004-03-28,968.0,968.0,1261.0,1246.0,538.0
2004-03-28,960.0,960.0,1266.0,1224.0,544.0
2004-03-28,942.0,942.0,1300.0,1204.0,500.0
2004-03-29,888.0,888.0,1396.0,1156.0,417.0
2004-03-29,818.0,818.0,1588.0,1071.0,341.0
2004-03-29,840.0,840.0,1643.0,1076.0,352.0
2004-03-29,864.0,864.0,1496.0,1153.0,502.0
2004-03-29,898.0,898.0,1441.0,1180.0,648.0
2004-03-29,946.0,946.0,1309.0,1232.0,760.0
2004-03-29,1309.0,1309.0,844.0,1686.0,1183.0
2004-03-29,1326.0,1326.0,714.0,1806.0,1431.0
2004-03-29,966.0,966.0,1111.0,1258.0,705.0
2004-03-29,975.0,975.0,1133.0,1254.0,637.0
2004-03-29,988.0,988.0,1105.0,1292.0,658.0
2004-03-29,971.0,971.0,1129.0,1272.0,546.0
2004-03-29,1010.0,1010.0,1070.0,1332.0,561.0
2004-03-29,984.0,984.0,1131.0,1268.0,532.0
2004-03-29,962.0,962.0,1131.0,1247.0,535.0
2004-03-29,1012.0,1012.0,1098.0,1289.0,525.0
2004-03-29,1058.0,1058.0,996.0,1358.0,603.0
2004-03-29,1173.0,1173.0,904.0,1477.0,802.0
2004-03-29,1126.0,1126.0,956.0,1404.0,796.0
2004-03-29,1020.0,1020.0,1066.0,1302.0,689.0
2004-03-29,949.0,949.0,1220.0,1178.0,553.0
2004-03-29,930.0,930.0,1278.0,1136.0,509.0
2004-03-29,900.0,900.0,1339.0,1089.0,455.0
2004-03-30,899.0,899.0,1418.0,1050.0,425.0
2004-03-30,866.0,866.0,1468.0,1055.0,436.0
2004-03-30,900.0,900.0,1402.0,1130.0,618.0
2004-03-30,956.0,956.0,1341.0,1117.0,691.0
2004-03-30,1054.0,1054.0,1080.0,1266.0,1013.0
2004-03-30,1343.0,1343.0,838.0,1586.0,1311.0
2004-03-30,1584.0,1584.0,642.0,1947.0,1675.0
2004-03-30,1556.0,1556.0,674.0,1852.0,1688.0
2004-03-30,1565.0,1565.0,694.0,1872.0,1688.0
2004-03-30,1428.0,1428.0,734.0,1754.0,1548.0
2004-03-30,1418.0,1418.0,742.0,1763.0,1490.0
2004-03-30,1373.0,1373.0,791.0,1710.0,1354.0
2004-03-30,1185.0,1185.0,942.0,1448.0,1014.0
2004-03-30,1122.0,1122.0,991.0,1372.0,831.0
2004-03-30,1084.0,1084.0,1060.0,1325.0,699.0
2004-03-30,1248.0,1248.0,874.0,1526.0,926.0
2004-03-30,1236.0,1236.0,853.0,1532.0,928.0
2004-03-30,1334.0,1334.0,815.0,1638.0,1038.0
2004-03-30,1264.0,1264.0,884.0,1534.0,1034.0
2004-03-30,1073.0,1073.0,1072.0,1360.0,789.0
2004-03-30,1052.0,1052.0,1147.0,1323.0,692.0
2004-03-30,1098.0,1098.0,1094.0,1360.0,764.0
2004-03-31,1029.0,1029.0,1180.0,1286.0,639.0
2004-03-31,972.0,972.0,1287.0,1240.0,541.0
2004-03-31,972.0,972.0,1222.0,1256.0,678.0
2004-03-31,850.0,850.0,1699.0,1064.0,343.0
2004-03-31,909.0,909.0,1473.0,1130.0,436.0
2004-03-31,1038.0,1038.0,1220.0,1279.0,688.0
2004-03-31,1636.0,1636.0,720.0,1926.0,1438.0
2004-03-31,1580.0,1580.0,639.0,1956.0,1489.0
2004-03-31,1262.0,1262.0,872.0,1576.0,1093.0
2004-03-31,1196.0,1196.0,957.0,1498.0,964.0
2004-03-31,1277.0,1277.0,902.0,1578.0,1004.0
2004-03-31,1430.0,1430.0,779.0,1772.0,1166.0
2004-03-31,1242.0,1242.0,846.0,1638.0,991.0
2004-03-31,1348.0,1348.0,804.0,1748.0,1054.0
2004-03-31,1390.0,1390.0,755.0,1799.0,1192.0
2004-03-31,1224.0,1224.0,850.0,1637.0,1054.0
2004-03-31,1252.0,1252.0,810.0,1681.0,1048.0
2004-03-31,1312.0,1312.0,820.0,1712.0,1072.0
2004-03-31,1254.0,1254.0,819.0,1669.0,1068.0
2004-03-31,1198.0,1198.0,882.0,1588.0,1018.0
2004-03-31,1060.0,1060.0,1044.0,1418.0,833.0
2004-03-31,1050.0,1050.0,1078.0,1409.0,758.0
2004-03-31,1029.0,1029.0,1098.0,1395.0,749.0
2004-04-01,1143.0,1143.0,986.0,1477.0,978.0
2004-04-01,1044.0,1044.0,1031.0,1425.0,944.0
2004-04-01,1034.0,1034.0,1085.0,1405.0,891.0
2004-04-01,909.0,909.0,1237.0,1322.0,790.0
2004-04-01,996.0,996.0,1176.0,1340.0,852.0
2004-04-01,1154.0,1154.0,1002.0,1560.0,987.0
2004-04-01,1510.0,1510.0,675.0,1949.0,1434.0
2004-04-01,1722.0,1722.0,539.0,2438.0,1798.0
2004-04-01,1512.0,1512.0,631.0,2001.0,1676.0
2004-04-01,1258.0,1258.0,800.0,1701.0,1282.0
2004-04-01,1094.0,1094.0,970.0,1489.0,871.0
2004-04-01,1129.0,1129.0,974.0,1524.0,759.0
2004-04-01,1124.0,1124.0,936.0,1542.0,790.0
2004-04-01,1308.0,1308.0,793.0,1193.0,1187.0
2004-04-01,1528.0,1528.0,700.0,2028.0,1399.0
2004-04-01,1592.0,1592.0,624.0,2089.0,1644.0
2004-04-01,1536.0,1536.0,666.0,1922.0,1599.0
2004-04-01,1192.0,1192.0,827.0,1604.0,1223.0
2004-04-01,1186.0,1186.0,844.0,1570.0,1200.0
2004-04-01,1203.0,1203.0,898.0,1528.0,1118.0
2004-04-02,1139.0,1139.0,921.0,1514.0,1066.0
2004-04-02,1072.0,1072.0,986.0,1442.0,1048.0
2004-04-02,954.0,954.0,1180.0,1350.0,718.0
2004-04-02,968.0,968.0,1196.0,1372.0,737.0
2004-04-02,1066.0,1066.0,1055.0,1448.0,903.0
2004-04-02,1386.0,1386.0,798.0,1832.0,1159.0
2004-04-02,1474.0,1474.0,634.0,2060.0,1365.0
2004-04-02,1569.0,1569.0,634.0,2054.0,1510.0
2004-04-02,1374.0,1374.0,706.0,1898.0,1386.0
2004-04-02,1328.0,1328.0,738.0,1821.0,1368.0
2004-04-02,1341.0,1341.0,748.0,1824.0,1346.0
2004-04-02,1296.0,1296.0,764.0,1773.0,1242.0
2004-04-02,1303.0,1303.0,790.0,1761.0,1138.0
2004-04-02,1281.0,1281.0,809.0,1702.0,1080.0
2004-04-02,1248.0,1248.0,872.0,1632.0,1002.0
